method,population,block_id,external_motor_count,records,blocks,alarms,alarm_rate,score_mean,score_std,score_min,score_q25,score_median,score_q75,score_max
source_target_ocsvm_rbf,healthy_all,5,1,8,8,1,0.125,0.5503562659532615,0.1336935881848761,0.4397686681801296,0.5036649694259391,0.5200360685583109,0.528770230773714,0.8723410443374777
source_target_ocsvm_rbf,healthy_all,6,1,8,8,1,0.125,0.7112796023026133,0.06623231995758666,0.6623247643116401,0.6849505498432982,0.6949029562807335,0.6985751030387228,0.8723410443374777
source_target_ocsvm_rbf,healthy_all,7,1,8,8,2,0.25,0.8323627185601778,0.016180091460813718,0.8252479124801079,0.8261503649028447,0.8267392666400997,0.8277661035008952,0.8723410443374777
source_target_ocsvm_rbf,healthy_test,0,1,4,4,0,0.0,0.7436969949112953,0.02108687038701033,0.712838684186441,0.7388303039498535,0.751979745154831,0.7568464361162728,0.7579898051490778
source_target_ocsvm_rbf,healthy_test,1,1,4,4,0,0.0,0.43951094801871965,0.03521653829344801,0.3873108729568171,0.4355632246946572,0.45319911709688054,0.45714684042094295,0.4643346849243004
source_target_ocsvm_rbf,healthy_test,2,1,4,4,0,0.0,0.2637559015001306,0.05193328809361132,0.1885963483229127,0.25010334597254624,0.2814696726283262,0.29512222815591055,0.3034879124209575
source_target_ocsvm_rbf,healthy_test,3,1,4,4,0,0.0,0.2838825740176053,0.05233917232714432,0.207054123660182,0.27285691135255025,0.30409038062498644,0.3151160432900415,0.3202954111602663
source_target_ocsvm_rbf,healthy_test,4,1,4,4,0,0.0,0.36432979233758417,0.05308093052289149,0.2872464262456248,0.3520174053685922,0.3819508284136579,0.39426321538264986,0.4061710862773962
source_target_ocsvm_rbf,healthy_test,5,1,4,4,0,0.0,0.501521525013818,0.041961230960154416,0.4397686681801296,0.4936872599238229,0.5174324607376245,0.5252667258276196,0.5314525103998934
source_target_ocsvm_rbf,healthy_test,6,1,4,4,0,0.0,0.6863388673934441,0.017089744238380097,0.6623247643116401,0.680223023581683,0.6913346172843982,0.6974504610961593,0.7003614706933396
source_target_ocsvm_rbf,healthy_test,7,1,4,4,1,0.25,0.8267919742505759,0.000978999624304812,0.8258442892146656,0.8261503649028447,0.8266247231171634,0.8272663324648946,0.8280741615533113
target_isolation_forest,fault,0,1,48,48,21,0.4375,0.5670905081830379,0.007824513152543065,0.5329846279711209,0.565853823253824,0.5687627189588025,0.5716018016772402,0.5747904467104137
target_isolation_forest,fault,1,1,48,48,2,0.041666666666666664,0.5401019281569321,0.012330339584812649,0.5188197298019761,0.5335296977316678,0.5364874818481404,0.5394964568198315,0.5778399395384521
target_isolation_forest,fault,2,1,48,48,10,0.20833333333333334,0.5461273320412964,0.02174877854303793,0.5199883422708964,0.5287354330214776,0.5356607477474721,0.5616461074040815,0.5974061246662482
target_isolation_forest,fault,3,1,48,48,23,0.4791666666666667,0.5688621120757519,0.025915492478425926,0.5282644795678958,0.5489193643637671,0.5649424416900113,0.5897489101730199,0.6238676511840977
target_isolation_forest,fault,4,1,48,48,40,0.8333333333333334,0.586706117006241,0.023434128640296314,0.5342909731235483,0.5785425244250273,0.590208359913927,0.6035624873946535,0.6258327051978575
target_isolation_forest,fault,5,1,48,48,43,0.8958333333333334,0.5954628320568299,0.0205939206740535,0.535447447671175,0.5917199750437393,0.6026198336838835,0.6069798987215258,0.6279119688115078
target_isolation_forest,fault,6,1,48,48,44,0.9166666666666666,0.6027563041668248,0.01744123595061622,0.5482246580507436,0.5996224156773287,0.6050357909186276,0.6098562061578188,0.6444198453269278
target_isolation_forest,fault,7,1,48,48,47,0.9791666666666666,0.6071078709283512,0.016957199297029824,0.5688309573400551,0.6004830398007228,0.6074265479376563,0.6115674401019991,0.6741964712803561
